c2,c0,729,129,229,ff9a,
75768,344622,198450,121269,72616,14562,
0,0,0,0,0,1912,
883477,4665242,2679459,1645754,989795,26243,
1021683,5233394,3145336,2013401,1083092,58788,
39263,157061,68251,45259,21408,7039,
67480,309869,190761,120117,64848,14591,
145,648,577,417,148,2478,
635068,3015513,1488927,1003295,466256,21148,
17150,72868,43423,27595,14576,5496,
23221,93416,42183,27749,14066,4758,
74809,342535,200898,123686,72688,10579,
3524,17206,11465,7175,4036,3330,
237612,992875,449183,285071,154363,9624,
16637,70628,42660,26853,14518,5405,
13912,53734,28995,19302,8600,5216,
3596279,14076189,4496912,3120723,1299221,63971,
248762,964673,343276,228160,101393,5925,
546768,2535844,1376232,893049,460205,21973,
56444,256022,160849,97536,59162,11535,
8142,43061,33700,19601,13485,7709,
74714,342432,191738,117561,69670,6154,
10156,56448,46169,24644,19786,4377,
119114,541545,300267,185905,105573,9432,
136863,564970,249799,161483,82910,10935,
53376,237825,152771,93630,54953,8996,
1076345,5852225,3509090,2169131,1284117,41865,
1009,3691,2792,1690,1098,2255,
629990,2990715,1499809,1008046,471496,20026,
17199,73157,43806,27851,14707,5155,
1711,7935,5503,3387,2018,4044,
69757,282668,124334,81890,40008,8062,
50221,240151,146459,86543,56552,9027,
226006,948836,435808,276374,149842,7624,
3981908,20617142,10289031,6571369,3615116,144301,
34376,151663,106628,65155,38215,5623,
1500711,7649935,4236376,2696654,1475689,56703,
72301,384556,260173,153169,99561,11274,
273213,1496425,941707,584110,340798,28117,
562825,2596228,1332301,863737,446419,26372,
13954,62228,39852,24774,13781,3757,
391102,1596448,663695,431368,221111,15318,
112236,447460,162585,108421,52123,5904,
117680,533465,309605,190113,110596,9233,
570613,2934265,1715274,1050561,641768,14556,
292352,1661480,879665,542895,318598,13780,
6939185,34866612,15831953,9858035,5797386,138127,
9735450,48227866,20170402,12475798,7525432,160680,
12031777,59864278,25293387,15647403,9404899,189077,
11245101,55714709,23304232,14400862,8687290,198055,
11935878,59129690,24913387,15483912,9195575,205395,
11026737,54646134,22987860,14195798,8582765,214045,
14522051,69697359,28324112,17667610,10355729,190843,
12242071,60735702,25433114,15729214,9466142,187432,
13015559,64267010,26872086,16678233,9947377,146033,
751082,3568211,1520042,958763,543060,32401,
1012740,5374311,3273803,2036791,1191128,117244,
28021,141015,92517,55600,35316,3825,
254847,1427602,902356,559944,325474,22920,
880288,4543331,2663091,1673438,937940,72368,
14422,64287,43880,27433,15027,3094,
37550,164155,94873,60285,32144,7375,
104362,452284,230056,143625,82245,10131,
355464,1466021,633010,409427,210938,15377,
806014,3963501,2355959,1525861,794686,72729,
18852,84692,64471,38657,24011,7016,
838410,4506895,2650017,1635413,974566,30262,
20115,79528,28463,19064,8969,4092,
323937,1777899,1107796,692805,395999,20915,
42920,193079,118764,77219,42549,15028,
698207,3241311,1512598,1018680,470988,19264,
15494,65177,39097,24727,13106,7152,
198390,816704,329491,211902,112455,6606,
84762,384405,219260,133408,79073,7850,
14896,62591,35416,22307,11918,3695,
16366,71898,49726,30115,18110,5083,
808528,4364246,2540614,1567447,935297,19023,
7929,37846,26535,16854,9015,3400,
397675,1992974,1065077,672010,373799,16886,
549886,2551167,1377640,888976,464892,25096,
3724,17057,10793,6720,3678,4362,
38239,165955,99951,63305,34335,6090,
36980,176637,101885,59951,39611,4404,
109362,492065,293010,180779,104243,7960,
3884043,20033356,9994728,6393143,3507866,148126,
26873,107724,67585,38934,23483,5325,
904803,4809433,2845514,1755421,1043461,44912,
62299,341833,216128,125940,84748,7001,
887291,4425788,2395312,1563408,794994,41365,
32864,145603,93367,60541,34167,8903,
608072,2889407,1401208,942438,436532,8810,
39434,160820,91165,57094,32224,8500,
43686,207780,123746,73540,47444,7133,
260961,1080100,464629,297974,155935,12681,
14888,62559,34798,21841,11825,4710,
19138,82794,54375,33166,19728,4644,
941887,4890915,2764362,1716349,1007225,26161,
10092,45885,31913,20153,11109,4461,
255073,1429481,855269,530374,308986,13361,
17783,75882,46746,29312,15840,6931,
538525,2501297,1338224,865819,450094,28412,
556228,2303324,1143272,859279,249579,13443,
47909,216657,128795,76745,49533,5090,
106726,482523,277917,171240,98852,5661,
21518,97492,58928,36220,20851,7416,
24837,109757,61808,39807,20934,3246,
282555,1222673,510561,360374,145520,16909,
145,650,472,305,151,2071,
36089,158088,84900,54205,28549,5077,
551283,2575001,1201635,825113,378199,11267,
2204093,8892482,2964199,1978774,921052,13707,
78298,395931,191381,113590,74046,15399,
319426,1307175,475937,311809,155728,7249,
200076,837305,383159,242708,132084,8345,
15859,66162,40204,25146,13785,5319,
129,597,353,214,116,8640,
298873,1461819,903008,564054,327938,58939,
12763,62752,43572,27333,15378,3718,
26008,108397,67946,41757,23683,7099,
13256,56196,34176,21370,11699,4226,
514915,2396592,1256337,811863,424069,19160,
34464,151731,91811,58510,31126,5075,
70856,313335,182517,110140,68402,6694,
176307,791745,416797,258765,140223,8858,
782843,3880374,2298203,1486548,773983,48509,
143170,574016,215336,142822,69567,10672,
158235,658119,275808,178544,91705,9906,
91,461,233,130,0,2402,
38257,165545,94516,60065,32304,6252,
19966,93097,57334,39043,22353,4836,
18913,80404,45364,26253,12991,8524,
341521,1663402,842721,568821,261326,9210,
102457,446684,219533,136051,78667,11481,
145531,632253,306474,193511,105246,10652,
3870839,19968314,9954180,6362011,3493749,110562,
95,467,264,152,93,3612,
697656,3306235,1699334,1128588,543775,38701,
82245,398461,237429,142692,88723,11588,
14021,59611,36765,23027,12599,7333,
15990,69970,43191,26162,15665,4358,
2650,12286,8879,5915,2701,10357,
545889,2533521,1341111,865071,453336,17144,
38289,182103,106613,62894,41197,4980,
116469,528446,299659,185744,105778,11462,
46456,206133,120198,75176,42377,8083,
95,467,257,150,88,2268,
41375,181154,107198,68027,36719,10733,
15738,62954,27165,17389,9136,3177,
34481,151790,84977,54006,28899,4674,
32929,147419,82915,52797,28053,4273,
5467,19832,17165,9970,6933,5618,
616761,2933206,1437406,967625,451008,8408,
2308932,9240278,3094987,2073061,977420,20013,
1101166,5943636,3572513,2197214,1314943,81457,
23095,101347,66849,42892,22350,6247,
95,467,281,166,95,2445,
294834,1216622,535027,368330,159853,44109,
12905,56000,37886,23806,13402,4557,
52841,254404,103331,66857,32994,11606,
52110,211317,94053,61343,30951,5808,
135129,538981,189235,127381,59345,7704,
574806,2658733,1412627,911539,475659,22277,
62438,290098,182895,109765,68803,10481,
153859,683398,384143,239343,134215,9860,
46128,207578,120820,75975,41983,8152,
193225,771313,268355,180926,83482,9639,
314317,1345450,536712,377508,154849,16437,
373,1556,1115,618,432,2793,
913316,3705412,1365010,911375,435007,19523,
37754,165868,92355,58860,31199,4985,
2552,12520,8700,5320,3042,4582,
821934,3814642,1763231,1177206,562398,18531,
44077,210950,121278,72242,46338,6265,
110306,496930,284763,173789,101836,10980,
14942,64062,37816,23738,12987,5040,
4030,14733,11497,6908,4552,4041,
226226,1102127,705469,452182,245568,49192,
28892,145744,96654,58206,36759,4368,
15105,64869,40999,25790,14070,5373,
14937,64049,37834,23759,13014,4577,
28834,112679,72945,47417,24584,7690,
540541,2509743,1304178,841593,440610,14460,
41933,196960,111313,65965,42886,4819,
182074,789861,391945,245013,137752,9425,
4802291,24558796,12510534,8032497,4349911,148949,
2816,15433,10758,6151,4422,7164,
708507,3358422,1729942,1149116,553538,39411,
54461,296566,189271,108137,76656,6094,
36944,162958,102805,65628,34818,7839,
16862,73081,43247,26914,15015,5300,
23048,104073,59038,37677,20171,3123,
621738,2956892,1445122,971616,454494,9222,
44529,212859,124228,74097,47318,7229,
1083400,5860644,3504086,2155274,1289547,77999,
14913,62649,39886,24941,13600,5354,
95,467,259,151,91,2296,
16190,68978,41627,25769,14282,8407,
8206,39251,27331,17159,9496,4315,
15058,63389,36268,22753,12321,4376,
15122,63874,37095,23096,12739,4690,
1641,7650,5217,3211,1901,3556,
17756,73895,45346,28397,15698,4630,
545160,2533201,1336272,858774,454427,24136,
126558,571986,339104,209519,119727,12328,
44386,201839,119159,74524,41759,7320,
96,471,260,150,91,9726,
48722,212767,126810,81437,42002,11843,
178997,828788,500117,360958,133245,49467,
36091,158072,96332,61282,32635,5548,
15868,66118,41865,26078,14503,4925,
31200,139498,84892,53059,30192,6423,
36122,158215,95364,60314,32582,5464,
43933,210175,119733,71136,45975,4923,
715441,3370032,1683952,1119649,537457,13721,
13885,58911,37363,23482,12732,6899,
5112,18723,11317,6982,4294,4295,
15761,68962,44570,27094,15986,9197,
8048,38384,24247,15468,8177,4506,
29261,116070,67337,41480,24550,8223,
17554,76063,45778,29858,14351,5561,
6348,33647,26623,15925,10164,6919,
17130,70167,38625,24072,13546,4678,
568850,2628522,1371625,880677,467009,16548,
109046,495740,290528,178868,103539,7151,
42481,194194,117574,73346,41478,6200,
95,467,265,150,98,3216,
273560,1184134,484986,341731,139603,13261,
91,461,231,129,85,1782,
34463,151727,88103,55725,30246,5320,
34462,151733,86296,54914,29304,4957,
1711,7935,5315,3202,2016,6565,
81709,402098,194997,119506,71215,7158,
97241,429063,218863,134565,79631,11540,
419203,2016393,1030776,682958,329753,9320,
3865795,19937599,9974910,6379102,3493481,120724,
4499,16823,13457,8281,5113,2499,
904877,4323627,2347326,1544854,769523,74269,
87552,466049,312368,182274,122469,7329,
31954,124800,76904,48164,27479,7358,
15203,65377,41916,25718,14791,5142,
1639,7640,5777,3635,2032,4651,
15671,68508,46090,28078,16751,7791,
39356,187498,106748,62847,41444,10231,
623340,2880596,1521623,975914,517335,22450,
930966,4613531,2562856,1649143,869798,39513,
95,467,244,139,88,2793,
73743,332404,210679,129829,74430,13530,
91,461,231,129,85,2642,
752790,3008181,1046790,699479,331435,14082,
34472,151773,86719,55165,29464,5443,
4060,19988,17861,10823,7221,8601,
168628,681674,263704,174379,85108,5782,
43914,210080,120477,71704,46073,5062,
697961,3306374,1641067,1092296,524223,11122,
41055,166977,76249,49612,25016,7633,
95,467,252,145,90,2548,
278722,1108070,407884,272719,129098,11761,
828328,4076905,1977192,1340828,602353,72681,
124685,501702,199890,133634,62376,9604,
118796,478781,187101,123218,60159,9455,
1800,8361,6953,4383,2418,5082,
13279,56264,32018,20020,10946,4628,
59314,275379,148166,89811,54831,5735,
618558,2873384,1524283,976226,519823,21421,
21742,100561,62597,38059,22764,7828,
23824,108982,69099,43635,24201,4956,
35656,157782,96682,61097,33009,8177,
2422043,12074419,5187992,3223243,1924474,42980,
6493061,32043183,13551619,8430424,4980894,83948,
34465,151751,87311,55537,29660,4309,
2375,11673,8469,5176,2977,5725,
34597,152396,86832,55157,29595,7098,
209567,868836,366544,235378,125304,7299,
692239,3279455,1643924,1093187,526027,16392,
13995,59432,38355,24086,13106,6511,
95,467,252,145,90,2174,
15531,67030,39864,24791,13607,7672,
5759,27103,18709,11624,6463,3391,
14784,63633,36320,22936,12301,5784,
13270,56235,31781,19937,10845,3536,
1817,8381,5648,3416,2098,4526,
13572,57526,33073,20562,11420,25229,
63758,327738,170473,106621,61319,4407,
92768,419653,229115,139998,82491,5164,
4487479,22981720,11497461,7352991,4023400,140107,
23981,110804,72942,46112,25462,3810,
348005,1530184,717077,484174,223042,28052,
63898,347948,213821,124236,83165,8153,
650169,3073734,1532865,1028837,482770,22625,
15810,68004,40518,25052,14152,7085,
27336,120831,76493,48898,26271,3835,
85927,424255,217492,132675,80024,9501,
44509,212648,123193,73291,47071,5492,
112663,510979,287802,176618,103121,9249,
275949,1329838,663088,457643,213369,11085,
337794,1585530,758883,500169,233141,2836,
219319,1072490,696318,447072,241872,47653,
22141,113270,82946,49457,32207,8136,
32188,136069,92994,59002,31538,7558,
13572,57670,32929,20782,11100,4441,
31465,130552,55009,34988,18509,4763,
17130,70254,41622,25817,14781,3823,
39236,187092,104582,61715,40442,3087,
87834,400183,226053,137285,82016,6273,
1259633,6085154,3473641,2249481,1171035,41119,
21290,95975,61022,38953,20867,3006,
58562,263162,160997,100199,56802,10802,
177306,830075,482922,343763,133544,44540,
137040,606923,339666,236896,97881,19147,
36448,158886,88277,56020,30210,5228,
139119,556421,216529,143061,70568,8533,
86296,360108,156337,101491,52181,7037,
44038,210597,120672,71729,46232,5080,
112554,512119,287290,176856,102287,8971,
13430,56948,34645,21645,11890,8416,
602435,2870848,1372351,925950,429438,7703,
15106,65020,38169,23889,12981,8480,
7642,41172,28765,17641,10668,4314,
41753,167604,103935,64201,37762,8519,
13427,57018,32718,20488,11172,4379,
6202,32993,26317,15666,10133,6049,
55379,222667,99292,64464,33061,6351,
47650,229576,136064,80080,52024,4434,
87823,400127,218575,133299,78660,5551,
23771,111922,70538,42976,26170,10049,
1313408,5518596,2128090,1429888,667807,24212,
4899304,19124641,5819594,4040196,1656680,71345,
91,461,231,129,85,2029,
34455,151708,87028,55368,29546,6140,
34454,151693,85639,54547,28988,5164,
1711,7935,5922,3676,2129,3768,
34459,151706,83109,52850,28267,4692,
78954,357113,194318,118046,71769,12310,
287262,1241994,690626,429387,239048,24490,
4099422,21102513,10491653,6740001,3656284,114870,
104569,474836,255736,159584,78834,3859,
680893,3233980,1648032,1097209,528564,35030,
81337,418687,274032,159927,104718,9843,
26195,114544,80630,49854,28276,10277,
68145,274155,114051,74995,36478,6372,
1639,7640,6027,3779,2131,3130,
15685,68539,47051,28684,17062,7927,
41809,196980,113392,66943,43904,5646,
97780,444934,247438,150798,89085,11059,
23094,108107,67782,40809,25084,7597,
520629,2409417,1278188,826729,430099,17597,
275045,1191447,500303,352604,143857,15809,
91,461,238,136,85,3457,
34491,151867,89370,56726,30463,6949,
34476,151775,91392,58201,30939,6334,
4019,19832,15817,9245,6325,5111,
5742497,22497911,6888615,4777809,1975252,91244,
197286,814862,314868,202769,105252,8572,
1229586,6532511,3881403,2384287,1429628,106239,
119197,548288,300606,196863,99483,13235,
586676,2797513,1371938,926050,428346,11057,
234804,1142853,725749,466366,251857,52622,
21553,110890,87227,49590,36131,7585,
2211898,11978544,7212486,5367832,1801802,163917,
740249,3553141,1667916,1092865,500466,48610,
1639,7640,5656,3473,2070,5668,
38001,160966,92764,59151,32371,5938,
29827,143159,88313,52202,33985,6335,
59284,264357,157589,98714,54844,8395,
777062,3848633,2286714,1481082,772458,58383,
500454,2320505,1240859,801992,418345,32197,
65916,304667,178999,112720,62418,20591,
111863,526959,190896,118301,70736,18164,
54319,242065,136941,87824,46602,7212,
95645,469456,285093,185330,96536,10150,
1639,7640,5576,3477,1991,3391,
54713,241589,131373,84442,44681,5881,
30582,144047,89348,53680,33466,6051,
89041,395479,234936,147199,81609,9839,
28251,126606,65097,42154,21917,5387,
21297,95990,48355,31212,16239,2243,
640514,3041248,1504365,1011896,472556,25326,
592818,2346167,782312,530934,238353,11203,
35771,161976,91669,59095,30850,7998,
28414,127412,64604,41981,21638,3671,
1817,8381,6267,3803,2307,4724,
28258,126630,67374,43478,22751,3992,
149492,608692,243548,158429,81118,5679,
54503,245936,140471,88000,49106,5117,
4033899,20627161,10135279,6485231,3551126,135698,
2765,15207,10464,5922,4351,3227,
590564,2743102,1472829,945885,501246,40300,
4123673,16415246,5298214,3570621,1635450,23912,
645568,3063105,1518638,1020489,477898,20066,
32642,144273,79960,51011,27604,6695,
23067,104126,64238,41084,21941,3083,
78017,369171,244037,148586,91397,17979,
32388,152022,88869,53853,32745,5633,
79122,354543,208466,130777,72852,8686,
360565,1772226,1050100,650858,395610,32443,
771625,4306562,2545061,1567504,922673,56606,
637403,3019389,1482432,995600,466379,21242,
1462,7562,7513,4080,3278,3194,
148116,597027,241264,159161,77799,11081,
15050,63364,38421,23957,13251,4708,
1639,7640,5081,3120,1860,3888,
14911,62629,36998,23028,12751,4945,
103841,429461,182263,117017,61901,5231,
93464,389597,192193,121560,65722,7968,
23027,105539,66599,40436,24236,5764,
3368,13778,8758,5524,2872,3328,
889393,3957657,1865426,1241529,597993,36504,
328,1576,1002,627,327,3202,
36134,158271,92698,58835,31481,5166,
382850,1695349,795441,584244,200209,93319,
56130,255789,161136,120198,39445,22140,
909152,3679517,1302566,863572,419352,15326,
182142,746315,304786,198563,101158,8528,
250994,1049926,464890,299602,149152,11582,
526430,2475933,1301585,867223,420029,62310,
94301,449515,281345,171583,108639,51201,
1706865,7934846,4051160,2657954,1349703,110343,
23197,115605,85639,49884,34505,7452,
21023,92488,59950,37646,20865,10987,
2467348,10925502,4497294,3021138,1423343,63396,
10859784,49851436,23076346,15166225,7520217,152868,
504071,2285169,1161378,772429,366883,22963,
46144,207104,135273,81417,50287,9273,
207074,845274,375933,243066,125916,12443,
933468,4695127,2771768,1785696,946682,79440,
66839,301561,206015,118117,84049,26338,
1042010,5677864,3417585,2103310,1263475,110042,
353800,1617965,821501,519811,284561,23780,
36186,158509,100776,63674,34495,7145,
40245,175283,102657,65052,34905,6191,
579762,2864423,1394645,875281,498809,15473,
36141,158288,93838,59691,31848,5845,
43946,201986,134599,80217,51146,13740,
62144,276312,174207,108085,61199,7820,
3860758,19893723,9886924,6322197,3467569,152372,
29422,129837,81661,51704,28077,6187,
1190458,6234459,3589201,2264294,1270362,68775,
102549,502729,345004,205338,129987,19153,
872937,4366348,2356542,1539471,780908,43550,
18610,79813,53202,32899,18496,7603,
542462,2652134,1249555,787988,444283,12114,
29216,133462,101101,60031,38480,16992,
25510,119633,74910,44521,28439,6067,
40849,180295,119644,72950,42864,9686,
27830,127467,81628,49073,30265,9051,
9160,38214,27856,17358,9734,7330,
973925,5031546,2842297,1770059,1030617,26900,
503760,2332143,1195715,773528,402222,28381,
290440,1583567,972287,604524,349621,20681,
20557,86817,58347,36429,19990,7356,
35548,161291,99928,63250,34496,10166,
37732,165094,99429,62900,33998,5660,
85436,401159,231857,140305,86209,7469,
64562,285253,175588,109311,61483,7064,
37241,163418,91802,58557,30914,6340,
11303,48662,36281,22953,12170,5490,
834879,4479020,2625706,1623081,963170,19882,
23004,84597,45311,28934,16246,4347,
870408,4363795,2300154,1503251,762915,24676,
17756,74662,49323,30980,16660,6372,
576219,2702188,1344775,926806,405265,79412,
22626,90388,53081,33062,18684,6622,
46526,217737,135202,82281,50270,8961,
54505,240926,150157,92651,53245,8300,
25109,116020,76626,46191,28240,9287,
10617,46690,36920,22173,13876,6516,
1143783,5946356,3295129,2088853,1159112,38134,
527199,2431541,1252314,807295,422487,21589,
293062,1600817,956472,594711,343528,21134,
72549,372304,238049,156186,84660,10733,
23488,96388,52145,28541,13236,6189,
87366,425185,212170,129987,77577,8853,
30161,142637,88117,53177,32827,4641,
68794,304188,189211,118009,65891,12633,
37177,162207,94251,59967,31935,6452,
8730,37839,27509,16825,9899,7354,
973505,5159366,3102435,1916802,1142762,70817,
129893,611285,309380,207219,96815,6136,
865361,4338098,2262598,1479045,750048,25825,
15577,65528,41864,26324,14126,6583,
1819,8393,6225,3805,2274,5162,
33981,131784,75979,47382,27254,6302,
24895,116949,71512,42392,27313,3396,
49342,227573,149592,90784,55308,9891,
4423432,22646563,11457595,7373875,3971116,165830,
136246,707891,430922,262036,156306,9056,
1452531,7439726,4138358,2631831,1446199,55017,
2315325,9319199,3148433,2095988,995321,31420,
776308,3840934,2111924,1344790,730503,46649,
303517,1214490,412391,275200,129547,8604,
33993,153114,92098,58611,31343,5322,
41892,188552,117736,73301,41488,8501,
28772,135780,86758,51799,32763,6611,
149732,627761,306484,196731,102817,16060,
23696,102043,66804,42991,21517,8566,
31400,140437,89035,56118,31027,6268,
836148,4489630,2660381,1642896,977455,27234,
7727,42352,31018,17977,12496,6044,
865959,4340115,2280523,1490839,755259,27902,
87975,352551,145611,96327,46289,8805,
73187,291418,103999,70049,32411,5180,
14893,62579,37831,23729,12815,4755,
148867,605620,238514,154865,79693,6402,
40862,180340,115249,70380,41175,5372,
21609,98196,63462,38524,23036,5816,
9991,44803,28856,17404,10709,4547,
820835,4421654,2579421,1595594,944757,18626,
512,2506,1735,1050,591,3245,
780525,3860702,2102681,1339958,726244,27022,
38514,168304,107620,67949,36762,6659,
451762,1800155,583666,396121,174107,23895,
1166723,5052408,2131834,1454125,652734,68488,
28129,131908,80885,48312,30570,18415,
272495,1113022,479155,311139,159021,11890,
47924,202168,101415,67910,36883,7518,
14902,60408,30148,16930,7245,3517,
90203,434899,230211,135130,90965,20794,
103015,408852,145562,98311,45094,5623,
734446,3403508,1624408,1091964,510472,18257,
156747,626171,236307,157523,73798,11922,
143111,595180,269296,169224,95053,15452,
14904,62584,39596,24720,13531,5128,
114233,482971,216455,137091,74042,6430,
40845,180264,118714,72508,42394,5350,
224776,899136,339192,223238,110883,11178,
85810,350986,159670,102267,53985,9475,
1044049,5379951,2949046,1861750,1047338,26616,
267868,1391359,761396,485342,259556,43610,
487385,2396048,1293437,825852,439054,28093,
513634,2374673,1199090,777745,400701,13979,
8440858,39032289,16285098,10970229,5218376,165821,
20075651,93921804,37411279,24489947,12565705,212956,
16362146,74814112,29092826,19803261,9139560,118763,
24149370,118462355,50441944,34661679,15427716,249924,
18133321,95785298,43158218,31234858,11553736,546900,
9613677,58281759,20265912,16753729,3452495,283878,
7076739,39444282,16085733,10975561,4903063,218412,
176344,897446,582843,364577,200303,30512,
880441,4404877,2396957,1563105,796918,88192,
52792,230698,157680,99163,55336,13142,
588170,2803911,1324723,894662,413481,11767,
17934,77570,55608,34274,19788,9464,
25461,119475,76469,45285,29175,7814,
55484,256608,175384,107765,66052,15492,
749750,3704455,2201654,1428543,740131,56731,
19103,86563,60819,36485,22525,7001,
818098,4416908,2642406,1630588,971951,38325,
620,2825,1819,1016,668,4742,
367254,1871123,1018014,637789,362355,17733,
551435,2540593,1339943,863464,452822,50080,
4019,19832,16995,9819,6914,8048,
65377,280979,156576,97937,55019,8381,
30739,140298,87604,52120,33533,4175,
1545270,7583903,4151109,2450486,1653637,70005,
278192,1536006,914844,568624,328943,12708,
40591,177854,123359,76095,43383,6064,
840060,4506060,2617727,1618802,959157,23125,
21097,78402,46404,29226,16972,4466,
326032,1777506,972604,603973,348931,19092,
19222,80223,48218,30414,16480,7949,
614240,2924078,1411548,950706,442534,20463,
196536,901542,548512,391493,149804,54469,
32673,156534,98563,59114,37110,10279,
137286,645702,270135,174027,87966,11768,
25066,114763,72154,44068,26076,7319,
3556,16821,14976,8825,5947,5441,
22337,96854,58041,36579,19192,8704,
4822,18525,12155,7223,4704,4975,
20420,84326,49954,31338,17394,4988,
571967,2605376,1337986,866867,448755,24323,
25802,114087,70726,45371,24212,4010,
82342,406935,250153,162199,84754,8926,
33815,155993,99106,60602,35853,7297,
80613,364265,232929,144550,81938,9490,
41749,180516,105551,66843,36438,6646,
105208,413456,128366,88944,37060,3347,
3240052,12685863,3983774,2754426,1164415,66627,
1370582,5338531,1637171,1127549,474591,22300,
53495,235534,144288,91023,49311,9283,
15086,64770,38297,24119,13057,8819,
344207,1667876,822855,556964,254330,11565,
35070,137695,76037,48014,26818,8509,
29779,136906,80975,48221,30702,3163,
52620,237023,144772,88103,52057,5634,
3866228,19937604,9974040,6377017,3498804,167297,
5756,30919,20177,11404,8381,4222,
900289,4180605,1994959,1351164,619332,37117,
99303,499936,324216,194407,120412,18339,
15513,66438,41056,25843,14068,7729,
23967,101136,60357,37884,21000,5362,
500471,2319389,1212103,784268,407858,21834,
87471,433092,223685,136387,82457,11382,
33620,152952,95030,57144,35709,6145,
1075788,5826806,3486777,2146728,1282726,67776,
24052,107985,73057,47094,27778,11165,
25860,111492,65051,39462,19560,4246,
172124,813086,538634,335317,195320,51347,
91080,469753,290428,191349,96979,7764,
73802,330380,207728,131730,70345,11831,
45668,195668,111372,70762,37562,6006,
1639,7640,5809,3564,2125,4145,
2640234,10849145,3918373,2689336,1173060,53953,
2560800,10004837,3152204,2167605,921959,40805,
818090,4394056,2584997,1583337,959150,38474,
927689,4787339,2829126,1818001,970366,39446,
65667,304578,183033,113399,63706,9319,
30826,143494,92731,56906,32956,10812,
1163,5784,3826,2220,1363,4596,
16537,70213,39141,24641,13336,14014,
16553,70251,39846,25030,13615,4161,
3229,14946,10635,6454,3972,13680,
759784,3509542,1901721,1267629,604628,74987,
84974,390544,239030,166637,68937,9681,
196691,825035,401538,256021,136473,10975,
16702,71013,42561,26796,14468,6712,
23229,106147,62433,39418,21837,4671,
38023,167269,96985,61669,32927,7474,
1054,5256,3487,2014,1236,4010,
45665,203675,120639,76698,40967,6741,
21917,91896,54731,34005,19290,7327,
27392,128521,79120,49721,27822,6189,
618833,2940316,1445072,973035,453148,15349,
35477,172972,112914,67105,41961,5736,
64253,287438,181005,110708,64415,8574,
32552,145477,90797,55509,32412,5882,
13571,53228,20356,13556,6464,4123,
73675,295344,117814,77254,38238,11075,
1101,5563,3550,1952,1347,4051,
14926,64018,35787,22535,12200,4613,
14926,64018,35301,22234,12058,4400,
32117,172078,146088,82717,60896,19464,
622528,2818313,1421805,922448,475636,17977,
564360,2257842,804362,535668,255983,10629,
96930,443377,282010,173236,100692,16685,
3869640,19956501,9982472,6379141,3500743,135769,
21449,96714,60833,39058,20593,2722,
680758,3242961,1670903,1109670,536193,33820,
93588,471433,314582,186793,117886,16680,
44889,200971,131555,83749,44691,10259,
17018,73870,45993,28345,16310,6017,
23048,104076,63555,40532,21792,3384,
620226,2948903,1442956,970187,454022,10494,
2308181,9223429,3075191,2052598,978174,18503,
91257,399982,220784,135579,78549,10989,
590548,3178975,1929267,1189750,726220,36400,
424886,2371770,1377392,845413,492601,34366,
254913,1099099,441822,315676,123524,13148,
154308,607740,210259,140274,67362,6121,
41849,169286,77103,49850,25486,5621,
30338,127519,77460,49334,25570,10393,
1641,7650,5781,3559,2102,5338,
1388961,6261717,3111796,2009549,1064013,110836,
703,3157,2244,1590,628,3940,
310576,1317950,607828,387458,208671,15755,
161959,682276,328709,209361,112442,8571,
113034,448837,159927,107060,50386,7379,
218498,986931,575338,363911,205833,50559,
100910,518149,316649,208084,102749,8080,
45860,204826,124774,79309,42365,6342,
15067,63312,40147,25052,13735,5315,
22825,103131,58926,37802,19981,3457,
675486,3164034,1538907,1035568,482992,20610,
427505,1953696,1168845,818609,332333,88949,
116237,502611,261639,163785,96959,14616,
993336,5026558,2832833,1816029,969218,64725,
9435,44477,32808,19477,12468,7338,
23645,111217,69091,41259,25822,6937,
213912,1088181,737085,463689,265660,47910,
13559,57369,36439,22567,12680,5729,
16521,69883,41888,25855,14696,6641,
1639,7638,5866,3629,2123,3573,
169325,737193,346209,227707,114870,13533,
3860443,17357534,7523110,5006561,2394881,94013,
9132680,45525102,20454649,13368202,6783966,130534,
17929375,60613633,25445091,18262871,7120344,18940,
194478,957531,526979,341409,175512,8643,
47778,213257,126930,81086,43036,7116,
7552,40748,30457,18428,11321,6828,
43587,194976,119163,75567,40621,6710,
13420,56934,32630,20327,11231,4867,
24127,108391,64853,41645,21869,4266,
37535,162928,100007,63262,34433,7041,
13838,51849,31291,19182,11732,2964,
919983,4479313,2188677,1414535,741114,26229,
3903040,20104215,10054752,6425352,3528098,160301,
2763,15195,10810,6069,4550,3712,
676051,3232389,1645481,1095382,525468,32903,
801548,3228728,1121733,741622,355136,28696,
14045,59606,38159,24012,12984,7730,
13285,56281,36133,22440,12525,4737,
103729,414422,140196,95526,41424,8040,
17360,77350,47989,29206,17333,6115,
512781,2366504,1266230,818521,426783,26335,
606203,2945344,1417120,891396,504167,14918,
53332,238004,143960,87674,53025,8904,
22324,100270,58858,36933,18228,5778,
34497,151845,85499,54586,28839,5853,
6535,27454,20265,11707,8152,8419,
44911,200364,124662,79060,42546,8215,
34459,151715,89245,56756,30302,4294,
1639,7640,5699,3565,2022,4062,
34484,151774,86257,54918,29227,5557,
9191,40455,28139,18894,8155,4113,
648662,3077367,1523881,1019562,483583,14099,
53246,236166,141730,86679,50829,8804,
8681,42405,26587,15825,10176,3616,
263442,1136167,464988,330938,130755,13635,
